method,raw_file,infra_file,raw_image_id,infra_image_id,raw_block,infra_block,reg_iou,decision,gt_regions,pred_regions,ari,cover_gt,cover_pred,boundary_precision,boundary_recall,boundary_f1,eval_area,raw_regions,infra_candidate_regions,raw_score,infra_score,auto_mask_iou
infra_candidate_coarse,pair_002_raw_png.rf.0de21b8ce42bde32231d2b355a509ebc.jpg,pair_002_infra_png.rf.7326230b1a20f1a87b21231547936d2c.jpg,7,11,1,1,0.9450641787152394,infra_coarse,4,3,0.3792328095843135,0.5919941123539398,0.5427838112185543,0.31253785584475313,0.621710526314767,0.4159666280468215,32617,3,6,0.7062777603316913,0.7090910103294112,0.9445970695970427
hybrid_raw_infra,pair_002_raw_png.rf.0de21b8ce42bde32231d2b355a509ebc.jpg,pair_002_infra_png.rf.7326230b1a20f1a87b21231547936d2c.jpg,7,11,1,1,0.9450641787152394,hybrid,4,3,0.42789179170684877,0.6166629738154581,0.5653539378352481,0.2789165446557255,0.6118421052621515,0.3831630166010866,32617,3,6,0.7062777603316913,0.7090910103294112,0.9445970695970427
raw_led_refined,pair_002_raw_png.rf.0de21b8ce42bde32231d2b355a509ebc.jpg,pair_002_infra_png.rf.7326230b1a20f1a87b21231547936d2c.jpg,7,11,1,1,0.9450641787152394,raw_led,4,4,0.7200125861542709,0.7850549748158513,0.7501690275610324,0.3849021435224745,0.6628289473673309,0.487003362991281,32617,3,6,0.7062777603316913,0.7090910103294112,0.9445970695970427
mean_shift_watershed,pair_002_raw_png.rf.0de21b8ce42bde32231d2b355a509ebc.jpg,pair_002_infra_png.rf.7326230b1a20f1a87b21231547936d2c.jpg,7,11,1,1,0.9450641787152394,watershed,4,4,0.7156840948853911,0.7837497373030066,0.745902381788175,0.42236598890903665,0.6726973684199462,0.5189188133968032,32617,3,6,0.7062777603316913,0.7090910103294112,0.9445970695970427
watershed_raw_seed,pair_002_raw_png.rf.0de21b8ce42bde32231d2b355a509ebc.jpg,pair_002_infra_png.rf.7326230b1a20f1a87b21231547936d2c.jpg,7,11,1,1,0.9450641787152394,watershed_raw,4,3,0.7640174420744016,0.8080261793235565,0.8299019154631914,0.3774319066142965,0.46710526315712647,0.4175078046640135,32617,3,6,0.7062777603316913,0.7090910103294112,0.9445970695970427
watershed_raw_led_seed,pair_002_raw_png.rf.0de21b8ce42bde32231d2b355a509ebc.jpg,pair_002_infra_png.rf.7326230b1a20f1a87b21231547936d2c.jpg,7,11,1,1,0.9450641787152394,watershed_raw_led,4,4,0.7156840948853911,0.7837497373030066,0.745902381788175,0.42236598890903665,0.6726973684199462,0.5189188133968032,32617,3,6,0.7062777603316913,0.7090910103294112,0.9445970695970427
selective_hybrid_v4_smooth,pair_002_raw_png.rf.0de21b8ce42bde32231d2b355a509ebc.jpg,pair_002_infra_png.rf.7326230b1a20f1a87b21231547936d2c.jpg,7,11,1,1,0.9450641787152394,merge_to_one,4,1,0.0,0.6050978806463968,0.7599104761320318,0.0,0.0,0.0,32617,3,6,0.7062777603316913,0.7090910103294112,0.9445970695970427
raw_v3_warp,pair_003_raw_png.rf.1a1932f6e5738ebd6ba2ff488ecf72b7.jpg,pair_003_infra_png.rf.d1dad70341604e75e9730a67bbc89c6d.jpg,9,10,1,1,0.8380296585273945,raw,5,5,0.1869165786063558,0.42338523976051834,0.45539903164291634,0.1411181244363656,0.26625111308970056,0.18446585630401768,35659,5,10,1.1104398954031123,0.5872273147668171,0.8231743563948781
merge_to_one,pair_003_raw_png.rf.1a1932f6e5738ebd6ba2ff488ecf72b7.jpg,pair_003_infra_png.rf.d1dad70341604e75e9730a67bbc89c6d.jpg,9,10,1,1,0.8380296585273945,one,5,1,0.0,0.394291603257116,0.5681875543340774,0.0,0.0,0.0,35659,5,10,1.1104398954031123,0.5872273147668171,0.8231743563948781
infra_candidate,pair_003_raw_png.rf.1a1932f6e5738ebd6ba2ff488ecf72b7.jpg,pair_003_infra_png.rf.d1dad70341604e75e9730a67bbc89c6d.jpg,9,10,1,1,0.8380296585273945,infra,5,10,0.23740278104900311,0.44871552155393035,0.37965186293647135,0.15812758669899268,0.7818343722165789,0.26305231009142993,35659,5,10,1.1104398954031123,0.5872273147668171,0.8231743563948781
infra_candidate_coarse,pair_003_raw_png.rf.1a1932f6e5738ebd6ba2ff488ecf72b7.jpg,pair_003_infra_png.rf.d1dad70341604e75e9730a67bbc89c6d.jpg,9,10,1,1,0.8380296585273945,infra_coarse,5,5,0.21064312292266554,0.4089712299073282,0.404766520950059,0.1442958847021802,0.633125556544405,0.23502673670829388,35659,5,10,1.1104398954031123,0.5872273147668171,0.8231743563948781
hybrid_raw_infra,pair_003_raw_png.rf.1a1932f6e5738ebd6ba2ff488ecf72b7.jpg,pair_003_infra_png.rf.d1dad70341604e75e9730a67bbc89c6d.jpg,9,10,1,1,0.8380296585273945,hybrid,5,5,0.276596360132645,0.47417488256124074,0.49278588283402464,0.12326511409077315,0.41585040071200724,0.19016275950481537,35659,5,10,1.1104398954031123,0.5872273147668171,0.8231743563948781
raw_led_refined,pair_003_raw_png.rf.1a1932f6e5738ebd6ba2ff488ecf72b7.jpg,pair_003_infra_png.rf.d1dad70341604e75e9730a67bbc89c6d.jpg,9,10,1,1,0.8380296585273945,raw_led,5,5,0.19162114181236845,0.43107473970194726,0.46804875901540177,0.18238636363626,0.28673196794275446,0.2229544118808844,35659,5,10,1.1104398954031123,0.5872273147668171,0.8231743563948781
mean_shift_watershed,pair_003_raw_png.rf.1a1932f6e5738ebd6ba2ff488ecf72b7.jpg,pair_003_infra_png.rf.d1dad70341604e75e9730a67bbc89c6d.jpg,9,10,1,1,0.8380296585273945,watershed,5,5,0.19582246619818175,0.43091750159061604,0.46852122675860314,0.2311265969801213,0.3535173642027128,0.279511191927791,35659,5,10,1.1104398954031123,0.5872273147668171,0.8231743563948781
watershed_raw_seed,pair_003_raw_png.rf.1a1932f6e5738ebd6ba2ff488ecf72b7.jpg,pair_003_infra_png.rf.d1dad70341604e75e9730a67bbc89c6d.jpg,9,10,1,1,0.8380296585273945,watershed_raw,5,5,0.18946418358440442,0.42164340566538794,0.4542163770225187,0.19781363872972524,0.3410507569008539,0.25039505907581955,35659,5,10,1.1104398954031123,0.5872273147668171,0.8231743563948781
watershed_raw_led_seed,pair_003_raw_png.rf.1a1932f6e5738ebd6ba2ff488ecf72b7.jpg,pair_003_infra_png.rf.d1dad70341604e75e9730a67bbc89c6d.jpg,9,10,1,1,0.8380296585273945,watershed_raw_led,5,5,0.19582246619818175,0.43091750159061604,0.46852122675860314,0.2311265969801213,0.3535173642027128,0.279511191927791,35659,5,10,1.1104398954031123,0.5872273147668171,0.8231743563948781
selective_hybrid_v4_smooth,pair_003_raw_png.rf.1a1932f6e5738ebd6ba2ff488ecf72b7.jpg,pair_003_infra_png.rf.d1dad70341604e75e9730a67bbc89c6d.jpg,9,10,1,1,0.8380296585273945,use_infra,5,5,0.21064312292266554,0.4089712299073282,0.404766520950059,0.1442958847021802,0.633125556544405,0.23502673670829388,35659,5,10,1.1104398954031123,0.5872273147668171,0.8231743563948781
raw_v3_warp,pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,1,1,0.7913367489520068,raw,1,3,0.0,0.5053127226541616,0.39822753569683234,0.0,0.0,0.0,32281,3,3,0.8053338765251068,0.24413131143105843,0.7919211132245273
merge_to_one,pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,1,1,0.7913367489520068,one,1,1,1.0,0.999999999999938,0.999999999999938,1.0,1.0,1.0,32281,3,3,0.8053338765251068,0.24413131143105843,0.7919211132245273
infra_candidate,pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,1,1,0.7913367489520068,infra,1,3,0.0,0.5045692512623212,0.48906452687935853,0.0,0.0,0.0,32281,3,3,0.8053338765251068,0.24413131143105843,0.7919211132245273
infra_candidate_coarse,pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,1,1,0.7913367489520068,infra_coarse,1,2,0.0,0.5159071899878866,0.5005060773865925,0.0,0.0,0.0,32281,3,3,0.8053338765251068,0.24413131143105843,0.7919211132245273
hybrid_raw_infra,pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,1,1,0.7913367489520068,hybrid,1,3,0.0,0.5402558780706582,0.41161766712095377,0.0,0.0,0.0,32281,3,3,0.8053338765251068,0.24413131143105843,0.7919211132245273
