raw_file,infra_file,raw_id,infra_id,auto_mask_cost,auto_mask_iou,reg_iou,decision,raw_regions,infra_candidate_regions,hybrid_regions,hybrid_source,raw_led_regions,raw_led_source,watershed_regions,watershed_source,raw_score,infra_score,hybrid_score,raw_led_score,watershed_score,watershed_raw_score,watershed_raw_led_score,hybrid_q4_score,hybrid_candidate_score,raw_led_q4_score,raw_led_candidate_score,infra_bgrad
pair_001_raw_png.rf.736e042afd62ff354ae7635e62e3b44d.jpg,pair_001_infra_png.rf.aab5c8107fca10679e8cd810b894d70f.jpg,18,13,0.12259259259291755,0.8000218197686668,0.8222666810857131,keep_raw,2,2,2,infra_q4,2,infra_candidate,2,raw_seed,0.595236905797532,0.4964811584043551,0.4656077019632699,0.5968993862562684,0.5858730813673713,0.5858730813673713,0.5879223583728791,0.4656077019632699,0.5503362718153743,0.9193051768213404,0.5968993862562684,1.2108043432235718
pair_002_raw_png.rf.0de21b8ce42bde32231d2b355a509ebc.jpg,pair_002_infra_png.rf.7326230b1a20f1a87b21231547936d2c.jpg,7,11,0.04780361757146945,0.9445970695970427,0.9450641787152394,merge_to_one,3,6,3,infra_q4,4,infra_q4,4,raw_led_seed,0.7062777603316913,0.7090910103294112,0.5188221106828378,0.6789266953575253,0.6639786442627013,0.6787266547980956,0.6639786442627013,0.5188221106828378,0.5235996312669748,0.6789266953575253,0.6951049210951025,1.4182664155960083
pair_003_raw_png.rf.1a1932f6e5738ebd6ba2ff488ecf72b7.jpg,pair_003_infra_png.rf.d1dad70341604e75e9730a67bbc89c6d.jpg,9,10,0.08356545961039252,0.8231743563948781,0.8380296585273945,use_infra,5,10,5,infra_q4,5,infra_q4,5,raw_led_seed,1.1104398954031123,0.5872273147668171,0.5605157545688837,1.1042593478626173,1.1131583881477987,1.1158748304645172,1.1131583881477987,0.5605157545688837,0.6756167456830308,1.1042593478626173,1.1080902984873386,1.5553874969482422
pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,0.24811676082897927,0.7919211132245273,0.7913367489520068,merge_to_one,3,3,3,infra_candidate,4,infra_q4,4,raw_led_seed,0.8053338765251068,0.24413131143105843,0.77681427399138,0.32992175480948377,0.3226570162944583,0.7993813297538516,0.3226570162944583,0.7918968724370183,0.77681427399138,0.32992175480948377,0.3513643047423779,1.6086102724075317
pair_005_raw_png.rf.92da4ee7ee1823abf6f55a7448fe75d2.jpg,pair_005_infra_png.rf.714cab1ab06e457ffae5b311f629e9b3.jpg,16,1,0.07092461938393202,0.9039549881547478,0.9053902856390382,merge_to_one,3,5,3,infra_q4,7,infra_candidate,3,raw_seed,0.8686194993466358,0.5265811028152743,0.5277779182195558,0.9751434144381158,0.8827956866287229,0.8827956866287229,0.9838234462200419,0.5277779182195558,0.5290465726779089,0.98490667797236,0.9751434144381158,1.3311222791671753
pair_006_raw_png.rf.f409c7498bbd90cdae0508f9fcf3d5d9.jpg,pair_006_infra_png.rf.0b99e290142c63bd176e4c5e5d9436ec.jpg,0,6,0.12305593451592822,0.9719137434631738,0.9055403117519862,mean_shift_watershed,3,5,3,infra_candidate,3,infra_candidate,3,raw_led_seed,1.0771405027480683,0.5140724215163438,0.7316752701730374,0.9218618567156941,0.917818710129389,1.0621498695353844,0.917818710129389,0.788222002266497,0.7316752701730374,0.9450907492085384,0.9218618567156941,1.3290226459503174
pair_007_raw_png.rf.2caafe031e01aec9c5a356bcd065c8c8.jpg,pair_007_infra_png.rf.dfd9dd18142abe61c33d90f420eea441.jpg,2,12,0.15091946734359485,0.7857262945527248,0.8677341339337112,keep_raw,4,8,4,infra_candidate,6,infra_q4,4,raw_seed,1.0045951434359022,0.7797575877582067,0.537861924469423,1.275688167517331,1.0383667364971316,1.0383667364971316,1.3116983738267864,0.604992319096713,0.537861924469423,1.275688167517331,1.3014743085006322,1.397378921508789
pair_009_raw_png.rf.108261cb59747a61952774d136cc2b44.jpg,pair_009_infra_png.rf.f80bba86dfc5b4558ffe3882bcfb88cc.jpg,19,14,0.16415410385329632,0.908730158730082,0.8676068752753753,merge_to_one,3,9,3,infra_q4,6,infra_q4,3,raw_seed,0.9739946061223561,0.7163444234508485,0.7239901500651695,1.212286436505616,0.9703687024117867,0.9703687024117867,1.2090671688435084,0.7239901500651695,0.7239901500651695,1.212286436505616,1.212286436505616,1.4722017049789429
pair_010_raw_png.rf.d4eeff25dccbeedaeb2843b954922c3b.jpg,pair_010_infra_png.rf.77d98e3849059fdb2291c0b46a9beed9.jpg,17,15,0.07190082644666451,0.9051872490370849,0.8877450980391794,merge_to_one,6,9,6,infra_q4,9,infra_q4,6,raw_seed,0.8144251933489526,0.6962650180470686,0.5522479669830862,1.1423117276737675,0.8210648587556097,0.8210648587556097,1.1535225339652295,0.5522479669830862,0.5522479669830862,1.1423117276737675,1.1423117276737675,1.4937087297439575
pair_011_raw_png.rf.5265d4a8b08817dfa2b322bd35d5d3a0.jpg,pair_011_infra_png.rf.e5d9780f7acea2009f7c4d4d3d304838.jpg,3,8,0.23892697466494217,0.8561621373444794,0.8229491739955739,use_infra,5,11,5,infra_candidate,5,infra_candidate,5,raw_led_seed,0.7764852561206248,0.6893714148834451,0.7736290240012085,0.7622596542113813,0.7524814771254266,0.7620236657019126,0.7524814771254266,0.7931914378919305,0.7736290240012085,0.8507893593426709,0.7622596542113813,3.111632823944092
