alpha,folds,cv_exact_acc,cv_within1_acc,cv_large_error_rate,cv_mae,cv_macro_f1,cv_review_rate,cv_kept_exact_acc
30.0,4,0.6488264580369844,0.9667496443812233,0.03325035561877667,0.3844238975817923,0.6208452563231974,0.1854551920341394,0.6778059499661934
10.0,4,0.642425320056899,0.9667496443812233,0.03325035561877667,0.39082503556187764,0.6010939428218841,0.13229018492176386,0.6710949500768049
100.0,4,0.635846372688478,0.9601706970128023,0.03982930298719772,0.4039829302987198,0.6199583368701017,0.2585348506401138,0.6437271062271063
0.3,4,0.6356685633001422,0.9667496443812233,0.03325035561877667,0.39758179231863444,0.5867214146655357,0.07912517780938834,0.668118486133192
1.0,4,0.6356685633001422,0.9667496443812233,0.03325035561877667,0.39758179231863444,0.5867214146655357,0.07912517780938834,0.6679563492063492
3.0,4,0.6356685633001422,0.9667496443812233,0.03325035561877667,0.39758179231863444,0.5841531223913611,0.0988620199146515,0.6763618326118326
