method,raw_file,infra_file,raw_image_id,infra_image_id,raw_block,infra_block,reg_iou,decision,gt_regions,pred_regions,ari,cover_gt,cover_pred,boundary_precision,boundary_recall,boundary_f1,eval_area,raw_regions,infra_candidate_regions,raw_score,infra_score,auto_mask_iou
raw_canny_recall_clean,pair_003_raw_png.rf.1a1932f6e5738ebd6ba2ff488ecf72b7.jpg,pair_003_infra_png.rf.d1dad70341604e75e9730a67bbc89c6d.jpg,9,10,1,1,0.8380258519388758,raw_canny_recall_clean,5,18,0.15996673570991035,0.3064749777853278,0.23019074042634666,0.1973684210525529,0.44968833481705284,0.27433227662431825,35658,5,10,1.0495960641503073,0.5872272432621392,0.8231514929809132
selective_hybrid_v4_smooth,pair_003_raw_png.rf.1a1932f6e5738ebd6ba2ff488ecf72b7.jpg,pair_003_infra_png.rf.d1dad70341604e75e9730a67bbc89c6d.jpg,9,10,1,1,0.8380258519388758,raw_canny_multichannel,5,5,0.8028553830607944,0.8344546595446752,0.867211614333779,0.592929292928694,0.5164737310770111,0.5520670077173475,35658,5,10,1.0495960641503073,0.5872272432621392,0.8231514929809132
raw_v3_warp,pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,1,1,0.7913755485278422,raw,1,3,0.0,0.5056225024007617,0.40587275512997895,0.0,0.0,0.0,32281,3,6,0.7837311715033087,0.474412704791463,0.791896085694244
merge_to_one,pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,1,1,0.7913755485278422,one,1,1,1.0,0.999999999999938,0.999999999999938,1.0,1.0,1.0,32281,3,6,0.7837311715033087,0.474412704791463,0.791896085694244
infra_candidate,pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,1,1,0.7913755485278422,infra,1,6,0.0,0.3521885939097084,0.3004625197497838,0.0,0.0,0.0,32281,3,6,0.7837311715033087,0.474412704791463,0.791896085694244
infra_candidate_coarse,pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,1,1,0.7913755485278422,infra_coarse,1,3,0.0,0.39648709767352946,0.3393473755756857,0.0,0.0,0.0,32281,3,6,0.7837311715033087,0.474412704791463,0.791896085694244
infra_coarse_t2,pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,1,1,0.7913755485278422,infra_t2,1,2,0.0,0.7455469161425764,0.6205865760542658,0.0,0.0,0.0,32281,3,6,0.7837311715033087,0.474412704791463,0.791896085694244
infra_coarse_t3,pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,1,1,0.7913755485278422,infra_t3,1,3,0.0,0.577150645890736,0.42620654377137246,0.0,0.0,0.0,32281,3,6,0.7837311715033087,0.474412704791463,0.791896085694244
infra_coarse_t4,pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,1,1,0.7913755485278422,infra_t4,1,4,0.0,0.4803444750781896,0.3332059251648024,0.0,0.0,0.0,32281,3,6,0.7837311715033087,0.474412704791463,0.791896085694244
hybrid_raw_infra,pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,1,1,0.7913755485278422,hybrid,1,3,0.0,0.5695610420990322,0.41703880213047223,0.0,0.0,0.0,32281,3,6,0.7837311715033087,0.474412704791463,0.791896085694244
raw_led_refined,pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,1,1,0.7913755485278422,raw_led,1,4,0.0,0.5069855332858024,0.4068624419709835,0.0,0.0,0.0,32281,3,6,0.7837311715033087,0.474412704791463,0.791896085694244
raw_led_weakmerge,pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,1,1,0.7913755485278422,raw_led_weakmerge,1,3,0.0,0.5069855332858024,0.49169541589720533,0.0,0.0,0.0,32281,3,6,0.7837311715033087,0.474412704791463,0.791896085694244
mean_shift_watershed,pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,1,1,0.7913755485278422,watershed,1,4,0.0,0.49871441405157835,0.4053187022352806,0.0,0.0,0.0,32281,3,6,0.7837311715033087,0.474412704791463,0.791896085694244
watershed_raw_seed,pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,1,1,0.7913755485278422,watershed_raw,1,3,0.0,0.49704160341993764,0.40411953668889095,0.0,0.0,0.0,32281,3,6,0.7837311715033087,0.474412704791463,0.791896085694244
watershed_raw_led_seed,pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,1,1,0.7913755485278422,watershed_raw_led,1,4,0.0,0.49871441405157835,0.4053187022352806,0.0,0.0,0.0,32281,3,6,0.7837311715033087,0.474412704791463,0.791896085694244
raw_canny_vote3,pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,1,1,0.7913755485278422,raw_canny_vote3,1,1,1.0,0.999999999999938,0.999999999999938,1.0,1.0,1.0,32281,3,6,0.7837311715033087,0.474412704791463,0.791896085694244
raw_canny_lcorr_closed,pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,1,1,0.7913755485278422,raw_canny_lcorr_closed,1,1,1.0,0.999999999999938,0.999999999999938,1.0,1.0,1.0,32281,3,6,0.7837311715033087,0.474412704791463,0.791896085694244
