feature,coef,boundary_weight
intercept,5.912041799460491,
z_ndg,-7.75803050594404,
z_ndg2,0.28391549069182964,
z_iqr,0.00084922540116131,
z_wb1,-0.8742237932928544,
z_wb2,-0.6164168281281122,
z_ndg_wb1,0.27900694709401325,
z_ndg_wb2,0.11033112234177245,
theta_layer_ge_2,-0.3164777869370533,1.0
theta_layer_ge_3,2.55607212242592,1.4
theta_layer_ge_4,5.041426005578043,1.5
theta_layer_ge_6,8.595120227498565,1.0
theta_layer_ge_7,13.595018914918441,1.4
