alpha,folds,cv_exact_acc,cv_within1_acc,cv_large_error_rate,cv_mae,cv_macro_f1,cv_review_rate,cv_kept_exact_acc
3.0,4,0.8240679824561403,0.9842105263157894,0.015789473684210527,0.1917214912280702,0.7775239437436084,0.12335526315789473,0.8553111554530148
0.3,4,0.821436403508772,0.9894736842105263,0.010526315789473684,0.18908991228070177,0.7610041182685685,0.146984649122807,0.8979844173441733
1.0,4,0.8162006578947368,0.9842105263157894,0.015789473684210527,0.19958881578947368,0.7601414024711903,0.12330043859649123,0.8718077474892396
10.0,4,0.7873355263157894,0.9842105263157894,0.015789473684210527,0.22845394736842106,0.7468449748513031,0.14177631578947367,0.8157672674039351
30.0,4,0.7295778508771928,0.9815789473684211,0.01842105263157895,0.28884320175438594,0.6926373760440176,0.13919956140350875,0.7545552034071317
100.0,4,0.619298245614035,0.9447368421052631,0.05526315789473685,0.4359649122807018,0.5828764943822946,0.2388157894736842,0.6654299847792999
